,Model,Scenario,Region,Variable,Unit,Year,Value
266,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Gas,EJ/yr,2050,15.48994939
267,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Gas,EJ/yr,2050,2.718623314
268,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Gas,EJ/yr,2050,4.390280483
269,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Gas,EJ/yr,2050,24.69546412
270,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2060,57.67848888
271,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Gas,EJ/yr,2060,10.48691744
272,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Gas,EJ/yr,2060,18.01392997
273,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Gas,EJ/yr,2060,3.993598245
274,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Gas,EJ/yr,2060,3.2243398439999997
275,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Gas,EJ/yr,2060,21.95970338
276,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2070,44.55670794
277,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Gas,EJ/yr,2070,4.385945707
278,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Gas,EJ/yr,2070,17.53619349
279,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Gas,EJ/yr,2070,3.414660669
280,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Gas,EJ/yr,2070,1.077236095
281,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Gas,EJ/yr,2070,18.14267198
282,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2080,26.8260033
283,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Gas,EJ/yr,2080,0.025342995330000003
284,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Gas,EJ/yr,2080,14.54494045
285,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Gas,EJ/yr,2080,2.209216432
286,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Gas,EJ/yr,2080,0.0
287,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Gas,EJ/yr,2080,10.04650342
288,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2090,16.28181334
289,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Gas,EJ/yr,2090,0.0
290,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Gas,EJ/yr,2090,10.918168199999998
291,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Gas,EJ/yr,2090,1.235455856
292,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Gas,EJ/yr,2090,0.0
293,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Gas,EJ/yr,2090,4.1281892860000005
294,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Gas,EJ/yr,2100,3.404056603
295,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Gas,EJ/yr,2100,0.0
296,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Gas,EJ/yr,2100,2.130786816
297,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Gas,EJ/yr,2100,0.6033648851
298,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Gas,EJ/yr,2100,0.0
299,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Gas,EJ/yr,2100,0.6699049027
306,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2020,32.12260647
307,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2020,7.380619431
308,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2020,4.980538064
309,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2020,2.558863877
310,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2020,3.4313314310000003
311,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2020,13.77125367
312,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2030,42.91645322
313,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2030,11.96275803
314,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2030,6.659681568
315,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2030,1.72310051
316,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2030,3.167079573
317,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2030,19.40383354
318,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2040,47.88973371
319,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2040,12.94862571
320,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2040,10.65550619
321,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2040,2.466213788
322,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2040,2.319033122
323,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2040,19.50035489
324,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2050,40.77791605
325,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2050,8.508654882
326,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2050,12.80108508
327,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2050,1.42045658
328,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2050,0.9903382586
329,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2050,17.05738125
330,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2060,27.80527012
331,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2060,2.716531592
332,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2060,12.6698395
333,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2060,0.8076045444
334,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2060,5.431495834e-07
335,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2060,11.61129394
336,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2070,16.40691436
337,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2070,0.6705164654
338,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2070,10.19157836
339,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2070,0.5570998958
340,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2070,0.0
341,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2070,4.987719643999999
342,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2080,2.8526791360000003
343,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2080,0.3150722792
344,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2080,0.8952686744
345,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2080,0.5076196124
346,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2080,0.0
347,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2080,1.13471857
348,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2090,0.42297202429999997
349,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2090,0.1830612234
350,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2090,0.0
351,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2090,0.1486444836
352,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2090,0.0
353,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2090,0.09126631737
354,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Gas,EJ/yr,2100,0.1493608444
355,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Gas,EJ/yr,2100,0.1308588227
356,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Gas,EJ/yr,2100,0.0
357,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Gas,EJ/yr,2100,0.0
358,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Gas,EJ/yr,2100,0.0
359,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Gas,EJ/yr,2100,0.0185020217
366,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2020,1.137887923
367,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2020,0.2083906778
368,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2020,0.6928472927
369,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2020,0.08719387316999999
370,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2020,0.0
371,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2020,0.149456079
372,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2030,0.6520645731
373,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2030,0.1139095
374,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2030,0.4138571465
375,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2030,0.052183936060000005
376,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2030,0.0
377,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2030,0.07211399045
378,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2040,0.2831138175
379,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2040,0.01697809262
380,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2040,0.23131142359999998
381,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2040,0.01819648234
382,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2040,0.0
383,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2040,0.01662781901
384,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2050,0.09750676882
385,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2050,0.005838524446
386,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2050,0.07951800860000001
387,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2050,0.006345128225999999
388,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2050,0.0
389,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2050,0.005805107550999999
390,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2060,0.025192707230000003
391,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2060,5.618748521000001e-06
392,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2060,0.025175239930000003
393,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2060,6.1723463970000015e-06
394,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2060,0.0
395,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2060,5.676209767000001e-06
396,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2070,2.433818195e-05
397,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2070,0.0
398,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2070,2.433818195e-05
399,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2070,0.0
400,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2070,0.0
401,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2070,0.0
402,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2080,0.0
403,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2080,0.0
404,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2080,0.0
405,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2080,0.0
406,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2080,0.0
407,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2080,0.0
408,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2090,0.0
409,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2090,0.0
410,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2090,0.0
411,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2090,0.0
412,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2090,0.0
413,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2090,0.0
414,MESSAGEix-GLOBIOM_1.0,NPi_v3,World,Oil,EJ/yr,2100,0.0
415,MESSAGEix-GLOBIOM_1.0,NPi_v3,Asia (No Japan),Oil,EJ/yr,2100,0.0
416,MESSAGEix-GLOBIOM_1.0,NPi_v3,Middle East + Africa,Oil,EJ/yr,2100,0.0
417,MESSAGEix-GLOBIOM_1.0,NPi_v3,Latin America,Oil,EJ/yr,2100,0.0
418,MESSAGEix-GLOBIOM_1.0,NPi_v3,Central Asia,Oil,EJ/yr,2100,0.0
419,MESSAGEix-GLOBIOM_1.0,NPi_v3,OECD90 + EU,Oil,EJ/yr,2100,0.0
426,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2020,1.137887923
427,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2020,0.2083906778
428,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2020,0.6928472927
429,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2020,0.08719387316999999
430,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2020,0.0
431,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2020,0.149456079
432,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2030,0.6139866626
433,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2030,0.09341839067
434,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2030,0.3984193479
435,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2030,0.0501980088
436,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2030,0.0
437,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2030,0.07195091521000001
438,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2040,0.2738242014
439,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2040,0.01627240405
440,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2040,0.2237935657
441,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2040,0.01730621046
442,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2040,0.0
443,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2040,0.016452021169999997
444,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2050,0.09468308381000001
445,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2050,0.005678008521
446,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2050,0.07788236391
447,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2050,0.005394981429
448,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2050,0.0
449,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2050,0.005727729946
450,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2060,0.02486563979
451,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2060,5.6233202549999995e-06
452,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2060,0.02484885603
453,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2060,5.547069669e-06
454,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2060,0.0
455,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2060,5.6133680270000005e-06
456,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2070,2.456111899e-05
457,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2070,0.0
458,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2070,2.456111899e-05
459,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2070,0.0
460,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2070,0.0
461,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2070,0.0
462,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2080,0.0
463,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2080,0.0
464,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2080,0.0
465,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2080,0.0
466,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2080,0.0
467,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2080,0.0
468,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2090,0.0
469,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2090,0.0
470,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2090,0.0
471,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2090,0.0
472,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2090,0.0
473,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2090,0.0
474,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,World,Oil,EJ/yr,2100,0.0
475,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Asia (No Japan),Oil,EJ/yr,2100,0.0
476,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Middle East + Africa,Oil,EJ/yr,2100,0.0
477,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Latin America,Oil,EJ/yr,2100,0.0
478,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,Central Asia,Oil,EJ/yr,2100,0.0
479,MESSAGEix-GLOBIOM_1.0,NPi2020_1000_v3,OECD90 + EU,Oil,EJ/yr,2100,0.0
486,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2020,1.137887923
487,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2020,0.2083906778
488,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2020,0.6928472927
489,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2020,0.08719387316999999
490,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2020,0.0
491,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2020,0.149456079
492,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2030,0.6093842813
493,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2030,0.09332292687999999
494,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2030,0.3975307353
495,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2030,0.046957450430000006
496,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2030,0.0
497,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2030,0.0715731687
498,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2040,0.274103676
499,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2040,0.0163815267
500,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2040,0.2248747163
501,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2040,0.01637235345
502,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2040,0.0
503,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2040,0.01647507947
504,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2050,0.09662397835000001
505,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2050,0.005759156313
506,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2050,0.07936466967
507,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2050,0.005742655110000001
508,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2050,0.0
509,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2050,0.00575749726
510,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2060,0.025334539469999997
511,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2060,5.69937626e-06
512,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2060,0.025317229930000004
513,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2060,5.9665404820000005e-06
514,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2060,0.0
515,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2060,5.643624502e-06
516,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2070,2.4698108399999995e-05
517,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2070,0.0
518,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2070,2.4698108399999995e-05
519,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Latin America,Oil,EJ/yr,2070,0.0
520,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Central Asia,Oil,EJ/yr,2070,0.0
521,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,OECD90 + EU,Oil,EJ/yr,2070,0.0
522,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,World,Oil,EJ/yr,2080,0.0
523,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Asia (No Japan),Oil,EJ/yr,2080,0.0
524,MESSAGEix-GLOBIOM_1.0,NPi2020_400_v3,Middle East + Africa,Oil,EJ/yr,2080,0.0
